dataset,run,depth,method,old_theorem_certified,new_exact_theorem_certified,language_family,domain_regime,theorem_id,structural_check,backend,violation_type,violation_detail
tic-tac-toe,1,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,1,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,1,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,1,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,1,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,1,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,1,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,1,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,1,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,1,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,1,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,1,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,1,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,2,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,2,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,2,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,2,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,2,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,2,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,2,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,2,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,2,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,2,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,2,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,3,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,3,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,3,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,3,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,3,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,3,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,3,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,3,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,3,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,3,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,3,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,4,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,4,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,4,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,4,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,4,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,4,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,4,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,4,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,4,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,4,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,4,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,5,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,5,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,5,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,5,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,5,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,5,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,5,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,5,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,5,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,5,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,5,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,6,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,6,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,6,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,6,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,6,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,6,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,6,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,6,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,6,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,6,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,6,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,7,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,7,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,7,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,7,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,7,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,7,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,7,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,7,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,7,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,7,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,7,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,8,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,8,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,8,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,8,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,8,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,8,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,8,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,8,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,8,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,8,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,8,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,9,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,9,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,9,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,9,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,9,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
tic-tac-toe,9,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
tic-tac-toe,9,7,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
tic-tac-toe,9,7,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
tic-tac-toe,9,7,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
tic-tac-toe,9,7,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,7,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
tic-tac-toe,9,7,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
titanic-un,0,5,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
titanic-un,0,5,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
titanic-un,0,5,antihorn,true,true,AntiHorn,Boolean,Theorem4,StarNestedAntiHorn,StructuralAntiHorn,,
titanic-un,0,5,square2cnf,true,true,Square2Cnf,Boolean,Theorem6,Square2CnfFormI,TwoSat,,
titanic-un,0,5,affine,true,true,Affine,Boolean,Theorem5,SingleGf2Equation,Gf2Gaussian,,
titanic-un,0,5,smart_certified,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
titanic-un,0,5,cals,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
titanic-un,0,5,cals_compact_explain,true,true,SmartCertified,Boolean,Proposition1,PathCompatibleExactRelations,PathCertified,,
titanic-un,0,7,unary,true,true,Unary,Boolean,UnaryBaseline,UnaryRelation,StructuralHorn,,
titanic-un,0,7,horn,true,true,Horn,Boolean,Theorem3,StarNestedHorn,StructuralHorn,,
